"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"NIC","Nicaragua",0.514792509029228,0.507115498077406,0.500760970918185,0.496685570400316,0.491236702791664,0.486135767039718,0.484030390552236,0.478956949882493,0.477892400226315,0.475546138839258,0.474378343278188,0.469888995526278,0.470950267187929,0.471523074135421,0.47106544668311,0.465528935823805,0.46626627603641,0.463999800360067,0.458137853733463,0.45584690377128,0.454707887260345,0.453250793571926,0.452991695393734
"NER","Niger",0.706745833433391,0.703547244226718,0.706634318568233,0.707871291363549,0.708218399104489,0.709051069061498,0.695626508292614,0.691193826666505,0.68843172929211,0.686275913665017,0.700873810349259,0.697097472862592,0.695242638962305,0.683658889039248,0.68158443991316,0.679258989354384,0.672568637864514,0.673384990033886,0.674073617727761,0.677660332352582,0.673706498909703,0.670362346335756,0.670315892001617
"NGA","Nigeria",0.521260695267767,0.51910967,0.538489366123089,0.5456885815211,0.545905105605818,0.538401765609838,0.546344283138863,0.546398445669152,0.546407412268569,0.546407412268569
"SWE","Sweden",0.304727706507761,0.305096970160765,0.305386416251321,0.305064439367098,0.305028700675975,0.305140434000711,0.304825369953874,0.304891983590799,0.304581283885914,0.304209777281641,0.303152434321135,0.303239998479587,0.304090796293919,0.305861464962685,0.305652759180099,0.306360762852348,0.303888939796345,0.302999560368174,0.30330499426028,0.302998011860938,0.301784490240431,0.301049530296938,0.3011650759898
"CHE","Switzerland",0.276505400364104,0.276070717990145,0.276750046693675,0.27657168854187,0.276317815399228,0.276235522127867,0.276365897174892,0.276515940586162,0.276364726179559,0.276069451902106,0.276046166678836,0.275792140338058,0.275326299866506,0.275623749570201,0.275646531640443,0.27465938002553,0.274465636594509,0.275055233135354,0.274681363445532,0.273861546853393,0.274165550386154,0.273368751635008,0.273541873970143
"SYR","Syrian Arab Republic",0.430466231566404,0.428573919985911,0.426510163873875,0.422959882809054,0.419838727529569,0.417421550332017,0.422903104288452,0.42224645802482,0.421042661018278,0.42472544129215,0.427109388868722,0.42901475335095,0.431426758298961,0.432268428984418,0.428390140572885,0.42690639516631,0.425229917561472,0.427680071624027,0.433492232928667,0.436839105898537,0.439261484751174,0.440512590397739,0.439831355727545
"TJK","Tajikistan",0.489779090871633,0.468734115911713,0.467304711224957,0.466470512814226,0.481760291681029,0.462381848548712,0.478822588507667,0.457492294790037,0.462385990009764,0.449469742745232,0.450552128688884,0.444495511839188,0.443112223296058,0.438996047243211,0.438041062241936,0.437040938856813,0.440873375201942,0.44510410176041,0.44143119948006,0.436230016131431,0.437255170903087,0.437998838657252,0.438093253933201
"TZA","Tanzania, United Republic of",0.559640584288879,0.558463557643932,0.564951959847171,0.566128042902336,0.574666715879384,0.571703593277293,0.558839457741862,0.551501227656077,0.570374835007277,0.561432299378781,0.563798364906892,0.569112992059545,0.568710407279339,0.569145732994502,0.567029090226396,0.56698010180254,0.566719005359899,0.56300032813401,0.561188112984303,0.558388414538118,0.557091408578951,0.55088268441882,0.550542829004823
"THA","Thailand",0.438888303099307,0.438299457163599,0.437501092077909,0.435870460076813,0.435390909487428,0.434447673346911,0.43167003260298,0.428512902091724,0.425128991949523,0.422523787658406,0.419719592557484,0.416919460231069,0.417185464227817,0.416288653084923,0.410221604923013,0.409373281655068,0.411208601549458,0.411135241195446,0.411693946292708,0.407864741200092,0.4087813668654,0.408818290833162,0.408654572674405
"TLS","Timor-Leste",0.590987546084323,0.59175446746595,0.592271208776454,0.592556203243656,0.592830472613344,0.592639837141994,0.589583068901318,0.588811260892792,0.587417914905986,0.597021910254667,0.598187390323399,0.59838637696237,0.59982442274662,0.592714153973096,0.585924692721822,0.580765629659915,0.572719330956882,0.568117466203722,0.563905273977745,0.561105111488811,0.556662229949566,0.558005907846377,0.557770448881697
"TGO","Togo",0.553089916784742,0.552878984896154,0.555339423908632,0.552916746125301,0.55344656508431,0.550787154094059,0.55313783867499,0.553148502954596,0.547356085037581,0.562929965283626,0.563133631543192,0.552970388226032,0.544823488397453,0.542457722966288,0.543516782103162,0.539635412591852,0.545496455367224,0.543182594165515,0.529874883972537,0.541898794279521,0.541036084253185,0.53955099206
